    2000    2.0994688            5  0.099468793    50.267022 
    2100    2.0850025          5.5  0.085002515    64.703968 
    2200    2.1203934            6   0.12039339    49.836623 
    2300    2.0898975          6.5  0.089897525    72.304549 
    2400    2.1334128            7   0.13341282    52.468723 
    2500    2.1252326          7.5   0.12523261    59.888554 
    2600    2.1274344            8   0.12743443    62.777385 
    2700    2.1551806          8.5   0.15518063    54.774879 
    2800    2.0709625            9  0.070962493    126.82756 
    2900     2.105698          9.5   0.10569801    89.878706 
    3000    2.1024329           10   0.10243291    97.624872 
    3100    2.1034685         10.5   0.10346854    101.48012 
    3200    2.1253449           11   0.12534494    87.757833 
    3300    2.0993511         11.5  0.099351076    115.75114 
    3400     2.081862           12  0.081862042    146.58809 
    3500    2.1453883         12.5   0.14538828     85.97667 
    3600    2.1439696           13   0.14396959    90.296844 
    3700    2.1894868         13.5   0.18948679     71.24507 
    3800    2.1435375           14   0.14353755    97.535456 
    3900    2.1045758         14.5   0.10457576    138.65546 
    4000    2.1555964           15   0.15559642    96.403247 
    4100    2.1231289         15.5   0.12312893    125.88431 
    4200    2.1350375           16   0.13503746    118.48564 
    4300    2.0849446         16.5  0.084944638    194.24416 
    4400    2.0433773           17   0.04337734    391.90969 
    4500    2.1077395         17.5   0.10773947    162.42887 
    4600    2.1518092           18   0.15180916    118.56992 
    4700    2.1431631         18.5   0.14316306    129.22328 
    4800     2.122485           19   0.12248496    155.12108 
    4900     2.123553         19.5   0.12355305    157.82694 
    5000    2.0746966           20  0.074696626    267.74971 
    5100    2.1599127         20.5   0.15991273    128.19492 
    5200    2.1221928           21   0.12219275    171.85962 
    5300     2.141855         21.5   0.14185505    151.56317 
    5400    2.1383907           22   0.13839074    158.97017 
    5500    2.1307078         22.5   0.13070777    172.13973 
    5600    2.1502386           23   0.15023861    153.08981 
    5700    2.1536973         23.5   0.15369735    152.89789 
    5800    2.0931825           24  0.093182543    257.55897 
    5900    2.1688258         24.5    0.1688258       145.12 
    6000    2.1426483           25   0.14264835    175.25615 
    6100    2.1441307         25.5   0.14413067    176.92278 
    6200    2.1602353           26   0.16023532    162.26135 
    6300    2.1164375         26.5   0.11643748    227.58994 
    6400    2.1122712           27   0.11227119    240.48912 
    6500    2.1293795         27.5   0.12937947    212.55303 
    6600     2.154807           28   0.15480695    180.87043 
    6700    2.1354915         28.5   0.13549152    210.34527 
    6800    2.1380603           29   0.13806028    210.05318 
    6900    2.1128802         29.5   0.11288016    261.33911 
    7000    2.1029585           30   0.10295848     291.3796 
    7100    2.1590774         30.5   0.15907739    191.73058 
    7200    2.1538599           31   0.15385987    201.48204 
    7300    2.1970576         31.5    0.1970576    159.85174 
    7400    2.1355028           32   0.13550281    236.15747 
    7500    2.0990962         32.5  0.099096159    327.96428 
    7600    2.0921599           33  0.092159893    358.07333 
    7700    2.1030583         33.5   0.10305827    325.05881 
    7800    2.1142097           34   0.11420965    297.69813 
    7900    2.1450366         34.5   0.14503663    237.87094 
    8000    2.1151726           35   0.11517264    303.89161 
    8100    2.0923479         35.5  0.092347925    384.41578 
    8200     2.085282           36  0.085281986      422.129 
    8300    2.1567312         36.5   0.15673125    232.88273 
    8400    2.0987913           37  0.098791274    374.52701 
    8500    2.1284673         37.5   0.12846726    291.90317 
    8600    2.1632883           38   0.16328826    232.71728 
    8700    2.1595326         38.5   0.15953263    241.32994 
    8800    2.1554666           39   0.15546656    250.85781 
    8900    2.1060717         39.5   0.10607169    372.38966 
    9000    2.1497183           40   0.14971834    267.16834 
    9100       2.1337         40.5   0.13370004    302.91688 
    9200    2.1415486           41   0.14154865    289.65307 
    9300    2.1402746         41.5   0.14027455    295.84839 
    9400    2.1382274           42   0.13822744    303.84705 
    9500    2.1842578         42.5   0.18425776    230.65515 
    9600    2.1113739           43   0.11137392    386.08679 
    9700    2.1934411         43.5   0.19344106     224.8747 
    9800    2.1399925           44    0.1399925    314.30254 
    9900      2.14959         44.5   0.14959004     297.4797 
   10000    2.2053897           45   0.20538972    219.09568 
   10100    2.1691812         45.5   0.16918118    268.94244 
   10200    2.1633059           46   0.16330591    281.67994 
   10300    2.1486258         46.5    0.1486258    312.86627 
   10400    2.1417638           47   0.14176382    331.53735 
   10500    2.1378439         47.5   0.13784386    344.59278 
   10600    2.1180649           48   0.11806486    406.55618 
   10700    2.1632951         48.5   0.16329512    297.00826 
   10800    2.1131848           49   0.11318477    432.92042 
   10900    2.1602325         49.5   0.16023245    308.92618 
   11000    2.1298974           50   0.12989745    384.91903 
   11100    2.1825835         50.5   0.18258353    276.58574 
   11200    2.0978124           51  0.097812377    521.40641 
   11300    2.1430412         51.5   0.14304115    360.03625 
   11400    2.1829197           52   0.18291973     284.2777 
   11500    2.1150336         52.5   0.11503364    456.38822 
   11600    2.0975944           53  0.097594403    543.06393 
   11700    2.1259299         53.5   0.12592989    424.83956 
   11800    2.0745008           54  0.074500799    724.82444 
   11900    2.1813309         54.5   0.18133091    300.55548 
   12000    2.1543592           55    0.1543592    356.31178 
